pair,timeframe,rank,total_pnl,winrate,profit_factor,trades,swing_window,max_hold,require_fvg,use_choch_filter
BTCUSDT,1d,1,0.3555,0.6875,5.3057,16,7,5,False,True
BTCUSDT,1d,2,0.3393,0.6471,4.4382,17,7,5,False,False
BTCUSDT,1d,3,0.2744,0.6923,6.1719,13,7,5,True,True
BTCUSDT,1d,4,0.2654,0.75,4.897,8,7,15,False,True
BTCUSDT,1d,5,0.2636,0.7778,7.9937,9,7,10,True,True
BTCUSDT,1d,6,0.2589,0.6667,2.8387,18,5,5,False,True
BTCUSDT,1d,7,0.2583,0.6429,4.7325,14,7,5,True,False
BTCUSDT,1d,8,0.2544,0.7273,3.6896,11,5,10,True,True
BTCUSDT,1d,9,0.2487,0.75,3.0648,12,5,10,False,True
BTCUSDT,1d,10,0.2483,0.8,4.9072,10,7,10,False,True
BTCUSDT,1d,11,0.2423,0.5556,2.009,27,3,5,False,False
BTCUSDT,1d,12,0.2345,0.6842,1.8164,19,3,10,False,False
BTCUSDT,1d,13,0.2344,0.6,2.7514,10,5,15,False,True
BTCUSDT,1d,14,0.2294,0.6667,3.2047,9,7,15,False,False
BTCUSDT,1d,15,0.2276,0.5714,2.322,21,5,5,False,False
BTCUSDT,1d,16,0.2197,0.5455,2.1528,22,3,5,True,False
BTCUSDT,1d,17,0.218,0.7,3.6188,10,7,10,True,False
BTCUSDT,1d,18,0.2162,0.5714,3.2008,7,7,20,False,True
BTCUSDT,1d,19,0.2159,0.6667,2.6376,15,5,5,True,True
BTCUSDT,1d,20,0.2155,0.6667,2.2597,18,10,5,False,False
BTCUSDT,1d,21,0.2061,0.625,4.4383,8,7,15,True,True
BTCUSDT,1d,22,0.2027,0.7273,2.8581,11,7,10,False,False
BTCUSDT,1d,23,0.1925,0.5,2.5789,8,7,20,False,False
BTCUSDT,1d,24,0.1848,0.619,2.1589,21,3,5,False,True
BTCUSDT,1d,25,0.1846,0.5556,2.1311,18,5,5,True,False
BTCUSDT,1d,26,0.1761,0.5455,2.2342,11,10,10,False,False
BTCUSDT,1d,27,0.1752,0.5,2.3935,10,5,15,True,True
BTCUSDT,1d,28,0.1701,0.5556,2.7741,9,7,15,True,False
BTCUSDT,1d,29,0.1621,0.6667,1.6689,15,3,10,False,True
BTCUSDT,1d,30,0.1579,0.75,2.5802,8,10,15,False,False
BTCUSDT,1d,31,0.1513,0.5556,1.4655,18,3,10,True,False
BTCUSDT,1d,32,0.147,0.5,2.0556,10,10,10,True,False
BTCUSDT,1d,33,0.1453,0.5556,1.8035,18,15,5,False,False
BTCUSDT,1d,34,0.1435,0.4286,2.1171,7,7,20,True,True
BTCUSDT,1d,35,0.1426,0.4545,1.9537,11,15,10,False,False
BTCUSDT,1d,36,0.1369,0.4118,1.3414,17,3,15,False,False
BTCUSDT,1d,37,0.1328,0.5714,2.0592,14,10,5,True,False
BTCUSDT,1d,38,0.1261,0.5714,1.9545,14,15,5,True,False
BTCUSDT,1d,39,0.1247,0.5714,1.6412,7,7,30,False,True
BTCUSDT,1d,40,0.1244,0.625,2.1651,8,15,15,False,False
BTCUSDT,1d,41,0.1244,0.5294,1.8058,17,3,5,True,True
BTCUSDT,1d,42,0.1234,0.375,1.3232,16,3,15,True,False
BTCUSDT,1d,43,0.1223,0.5,1.5834,8,7,30,False,False
BTCUSDT,1d,44,0.1198,0.375,1.7875,8,7,20,True,False
BTCUSDT,1d,45,0.1171,0.4286,1.5669,7,7,30,True,True
BTCUSDT,1d,46,0.1155,0.5556,1.5761,9,5,20,False,True
BTCUSDT,1d,47,0.0953,0.5714,1.3759,14,5,10,True,False
BTCUSDT,1d,48,0.0931,0.375,1.4387,8,7,30,True,False
BTCUSDT,1d,49,0.0899,0.4,1.6094,10,15,10,True,False
BTCUSDT,1d,50,0.0896,0.6,1.3207,15,5,10,False,False
BTCUSDT,1d,51,0.0695,0.6,1.5988,10,10,5,False,True
BTCUSDT,1d,52,0.0668,0.5,1.6553,8,10,15,True,False
BTCUSDT,1d,53,0.0595,0.5714,2.1296,7,10,5,True,True
BTCUSDT,1d,54,0.0532,0.5714,1.2135,14,3,10,True,True
BTCUSDT,1d,55,0.0527,0.5714,1.8885,7,15,5,True,True
BTCUSDT,1d,56,0.0515,0.4444,1.2317,9,5,20,True,True
BTCUSDT,1d,57,0.0503,0.375,1.4465,8,15,15,True,False
BTCUSDT,1d,58,0.0482,0.5,1.2441,8,10,20,False,False
BTCUSDT,1d,59,0.0364,0.4,1.5579,5,10,10,True,True
BTCUSDT,1d,60,0.0276,0.4667,1.0727,15,3,20,False,False
BTCUSDT,1d,61,0.0255,0.375,1.1337,8,10,20,True,False
BTCUSDT,1d,62,0.0197,0.5,1.2041,6,10,10,False,True
BTCUSDT,1d,63,0.0147,0.375,1.0721,8,15,20,False,False
BTCUSDT,1d,64,0.0095,0.4615,1.0264,13,5,15,False,False
BTCUSDT,1d,65,-0.0008,0.4,0.9936,10,15,5,False,True
BTCUSDT,1d,66,-0.0043,0.25,0.9783,8,15,20,True,False
BTCUSDT,1d,67,-0.0103,0.3333,0.9693,9,5,30,True,True
BTCUSDT,1d,68,-0.0113,0.4444,0.9657,9,5,30,False,True
BTCUSDT,1d,69,-0.0138,0.3333,0.8662,6,15,10,False,True
BTCUSDT,1d,70,-0.0207,0.2,0.7176,5,15,10,True,True
BTCUSDT,1d,71,-0.0212,0.6,0.788,5,10,15,False,True
BTCUSDT,1d,72,-0.0465,0.5714,0.8053,7,10,30,False,False
BTCUSDT,1d,73,-0.0527,0.4,0.8719,15,3,20,True,False
BTCUSDT,1d,74,-0.0547,0.4,0.4882,5,15,15,False,True
BTCUSDT,1d,75,-0.0705,0.4286,0.7507,7,10,30,True,False
BTCUSDT,1d,76,-0.0792,0.4,0.1249,5,10,15,True,True
BTCUSDT,1d,77,-0.08,0.4286,0.6747,7,15,30,False,False
BTCUSDT,1d,78,-0.0809,0.3846,0.788,13,5,15,True,False
BTCUSDT,1d,79,-0.0901,0.3571,0.8011,14,3,15,False,True
BTCUSDT,1d,80,-0.0957,0.2,0.0539,5,15,15,True,True
BTCUSDT,1d,81,-0.0972,0.4167,0.7648,12,5,20,False,False
BTCUSDT,1d,82,-0.0978,0.2,0.1728,5,10,20,True,True
BTCUSDT,1d,83,-0.1029,0.4,0.2787,5,10,20,False,True
BTCUSDT,1d,84,-0.1092,0.2857,0.6222,7,15,30,True,False
BTCUSDT,1d,85,-0.1183,0.3571,0.7229,14,3,30,False,False
BTCUSDT,1d,86,-0.121,0.3571,0.7044,14,3,30,True,False
BTCUSDT,1d,87,-0.1277,0.0,0.0,5,15,20,True,True
BTCUSDT,1d,88,-0.1364,0.2,0.0881,5,15,20,False,True
BTCUSDT,1d,89,-0.149,0.3636,0.6902,11,5,30,False,False
BTCUSDT,1d,90,-0.1598,0.4,0.2333,5,10,30,True,True
BTCUSDT,1d,91,-0.1696,0.2727,0.6429,11,5,30,True,False
BTCUSDT,1d,92,-0.1825,0.6,0.1364,5,10,30,False,True
BTCUSDT,1d,93,-0.1845,0.3333,0.6142,12,3,30,False,True
BTCUSDT,1d,94,-0.1924,0.3333,0.5872,12,5,20,True,False
BTCUSDT,1d,95,-0.1985,0.2,0.0752,5,15,30,True,True
BTCUSDT,1d,96,-0.2108,0.2857,0.5836,14,3,15,True,True
BTCUSDT,1d,97,-0.2156,0.25,0.5485,12,3,30,True,True
BTCUSDT,1d,98,-0.2159,0.4,0.0102,5,15,30,False,True
BTCUSDT,1d,99,-0.2329,0.3846,0.5798,13,3,20,False,True
BTCUSDT,1d,100,-0.3406,0.3077,0.4455,13,3,20,True,True
BTCUSDT,4h,1,1.5533,0.6203,1.8616,158,5,5,False,False
BTCUSDT,4h,2,1.4618,0.6,1.671,170,3,5,False,False
BTCUSDT,4h,3,1.3604,0.6187,1.8083,139,3,5,False,True
BTCUSDT,4h,4,1.3296,0.595,2.0864,121,15,5,False,False
BTCUSDT,4h,5,1.2629,0.5963,2.1725,109,15,5,False,True
BTCUSDT,4h,6,1.2306,0.5652,1.7694,138,7,5,False,False
BTCUSDT,4h,7,1.2137,0.5878,1.9236,131,10,5,False,False
BTCUSDT,4h,8,1.1752,0.6,1.7642,125,5,5,False,True
BTCUSDT,4h,9,1.1544,0.5962,2.1682,104,10,5,False,True
BTCUSDT,4h,10,1.1316,0.5856,1.887,111,7,5,False,True
BTCUSDT,4h,11,1.1076,0.6667,2.8012,39,15,20,True,True
BTCUSDT,4h,12,1.0595,0.5904,2.3316,83,15,5,True,True
BTCUSDT,4h,13,1.0543,0.5804,1.5443,143,3,5,True,False
BTCUSDT,4h,14,1.0476,0.6121,1.7183,116,3,5,True,True
BTCUSDT,4h,15,1.02,0.5699,2.0421,93,15,5,True,False
BTCUSDT,4h,16,0.976,0.52,1.5036,75,5,20,False,False
BTCUSDT,4h,17,0.9685,0.6818,2.162,44,15,20,False,True
BTCUSDT,4h,18,0.8847,0.5882,1.7253,68,15,10,False,True
BTCUSDT,4h,19,0.8761,0.56,1.7622,50,7,20,False,True
BTCUSDT,4h,20,0.8727,0.5577,1.7588,104,10,5,True,False
BTCUSDT,4h,21,0.8713,0.5488,2.0016,82,10,5,True,True
BTCUSDT,4h,22,0.8545,0.619,2.0267,42,10,20,True,True
BTCUSDT,4h,23,0.8433,0.6019,1.4016,108,5,10,False,False
BTCUSDT,4h,24,0.8351,0.5111,1.3557,90,3,20,False,False
BTCUSDT,4h,25,0.8147,0.5342,1.4031,73,5,20,True,False
BTCUSDT,4h,26,0.8143,0.5574,1.5602,61,5,20,False,True
BTCUSDT,4h,27,0.8036,0.5789,1.5478,76,15,10,False,False
BTCUSDT,4h,28,0.7985,0.5714,1.4229,133,5,5,True,False
BTCUSDT,4h,29,0.7873,0.6222,1.7994,45,15,20,True,False
BTCUSDT,4h,30,0.7808,0.5882,1.6311,68,10,10,False,True
BTCUSDT,4h,31,0.7753,0.551,1.6469,49,7,20,True,True
BTCUSDT,4h,32,0.7462,0.5366,1.3054,123,3,10,False,False
BTCUSDT,4h,33,0.7375,0.5143,1.3923,70,3,20,True,True
BTCUSDT,4h,34,0.7308,0.5636,1.7759,55,15,10,True,True
BTCUSDT,4h,35,0.7266,0.6087,1.6843,46,10,20,False,True
BTCUSDT,4h,36,0.709,0.5439,1.4716,114,7,5,True,False
BTCUSDT,4h,37,0.7065,0.5612,1.3574,98,3,10,False,True
BTCUSDT,4h,38,0.6899,0.5424,1.4836,59,5,20,True,True
BTCUSDT,4h,39,0.6776,0.4865,1.345,74,3,20,False,True
BTCUSDT,4h,40,0.6561,0.6,1.3724,85,5,10,False,True
BTCUSDT,4h,41,0.645,0.5614,1.6157,57,10,10,True,True
BTCUSDT,4h,42,0.6374,0.5455,1.3876,55,5,30,False,True
BTCUSDT,4h,43,0.6274,0.5233,1.2464,86,3,20,True,False
BTCUSDT,4h,44,0.6216,0.5217,1.5016,92,7,5,True,True
BTCUSDT,4h,45,0.621,0.5758,1.8044,33,15,30,True,True
BTCUSDT,4h,46,0.5988,0.6087,1.5427,46,15,15,True,True
BTCUSDT,4h,47,0.5854,0.5952,1.2756,84,3,15,False,True
BTCUSDT,4h,48,0.5853,0.5714,1.641,35,15,30,False,True
BTCUSDT,4h,49,0.5853,0.5432,1.3079,81,3,15,True,True
BTCUSDT,4h,50,0.5778,0.5524,1.2023,105,3,15,False,False
BTCUSDT,4h,51,0.5432,0.5631,1.3335,103,5,5,True,True
BTCUSDT,4h,52,0.5362,0.62,1.4033,50,15,20,False,False
BTCUSDT,4h,53,0.5339,0.5397,1.4305,63,15,10,True,False
BTCUSDT,4h,54,0.5103,0.5833,1.5456,36,10,30,True,True
BTCUSDT,4h,55,0.4955,0.5517,1.2802,87,10,10,False,False
BTCUSDT,4h,56,0.49,0.5556,1.3658,54,10,20,True,False
BTCUSDT,4h,57,0.4836,0.51,1.1784,100,3,15,True,False
BTCUSDT,4h,58,0.4777,0.5275,1.1969,91,5,15,False,False
BTCUSDT,4h,59,0.4722,0.5246,1.2695,61,7,20,True,False
BTCUSDT,4h,60,0.4684,0.5745,1.3626,47,10,15,True,True
BTCUSDT,4h,61,0.4636,0.5312,1.2473,64,7,20,False,False
BTCUSDT,4h,62,0.4544,0.5769,1.3183,52,15,15,False,True
BTCUSDT,4h,63,0.4516,0.5581,1.3565,43,7,30,False,True
BTCUSDT,4h,64,0.4374,0.5526,1.4007,38,10,30,False,True
BTCUSDT,4h,65,0.4341,0.5333,1.2517,75,7,10,False,True
BTCUSDT,4h,66,0.4239,0.566,1.2968,53,15,15,True,False
BTCUSDT,4h,67,0.4002,0.5556,1.2283,54,5,30,True,True
BTCUSDT,4h,68,0.3967,0.5526,1.2549,76,5,10,True,True
BTCUSDT,4h,69,0.3777,0.5333,1.2505,75,10,10,True,False
BTCUSDT,4h,70,0.3775,0.5612,1.1917,98,5,10,True,False
BTCUSDT,4h,71,0.3132,0.5195,1.1259,77,3,30,False,False
BTCUSDT,4h,72,0.2795,0.5352,1.1389,71,5,15,False,True
BTCUSDT,4h,73,0.2784,0.5345,1.1674,58,10,20,False,False
BTCUSDT,4h,74,0.2758,0.4853,1.1333,68,5,30,False,False
BTCUSDT,4h,75,0.2673,0.5263,1.1722,57,7,15,True,True
BTCUSDT,4h,76,0.2533,0.5222,1.1263,90,3,10,True,True
BTCUSDT,4h,77,0.2492,0.5088,1.0999,114,3,10,True,False
BTCUSDT,4h,78,0.2343,0.4925,1.1149,67,3,30,False,True
BTCUSDT,4h,79,0.2328,0.5,1.1843,38,15,30,True,False
BTCUSDT,4h,80,0.222,0.5106,1.1004,94,7,10,False,False
BTCUSDT,4h,81,0.212,0.5593,1.117,59,15,15,False,False
BTCUSDT,4h,82,0.1918,0.5283,1.1173,53,10,15,False,True
BTCUSDT,4h,83,0.1732,0.475,1.1241,40,15,30,False,False
BTCUSDT,4h,84,0.166,0.5714,1.1131,42,7,30,True,True
BTCUSDT,4h,85,0.1401,0.5294,1.0758,68,5,15,True,True
BTCUSDT,4h,86,0.115,0.5085,1.0634,59,7,15,False,True
BTCUSDT,4h,87,0.1106,0.5161,1.0611,62,10,15,True,False
BTCUSDT,4h,88,0.1085,0.5057,1.0439,87,5,15,True,False
BTCUSDT,4h,89,0.0647,0.4697,1.0377,66,7,10,True,True
BTCUSDT,4h,90,0.0574,0.5077,1.0282,65,3,30,True,True
BTCUSDT,4h,91,0.0119,0.493,1.0056,71,7,15,True,False
BTCUSDT,4h,92,-0.0279,0.4776,0.9881,67,5,30,True,False
BTCUSDT,4h,93,-0.0411,0.449,0.9761,49,10,30,False,False
BTCUSDT,4h,94,-0.0495,0.52,0.981,75,3,30,True,False
BTCUSDT,4h,95,-0.0716,0.5147,0.9672,68,10,15,False,False
BTCUSDT,4h,96,-0.0723,0.4681,0.9568,47,10,30,True,False
BTCUSDT,4h,97,-0.1399,0.494,0.9339,83,7,10,True,False
BTCUSDT,4h,98,-0.2437,0.4675,0.9044,77,7,15,False,False
BTCUSDT,4h,99,-0.2503,0.4561,0.8825,57,7,30,False,False
BTCUSDT,4h,100,-0.3645,0.4727,0.8335,55,7,30,True,False
BTCUSDT,1h,1,6.6886,0.6258,2.1936,604,10,5,False,False
BTCUSDT,1h,2,5.8215,0.6173,2.1246,520,15,5,False,False
BTCUSDT,1h,3,5.623,0.621,1.9207,591,7,5,False,False
BTCUSDT,1h,4,5.6064,0.621,2.3149,467,10,5,False,True
BTCUSDT,1h,5,4.7946,0.6016,1.6514,630,5,5,False,False
BTCUSDT,1h,6,4.746,0.6053,1.8569,375,10,10,False,False
BTCUSDT,1h,7,4.6886,0.6301,1.8939,492,5,5,False,True
BTCUSDT,1h,8,4.6664,0.6272,2.077,448,7,5,False,True
BTCUSDT,1h,9,4.6516,0.6128,2.1965,390,15,5,False,True
BTCUSDT,1h,10,4.4409,0.6032,1.9319,310,15,10,False,False
BTCUSDT,1h,11,4.3256,0.5932,1.6918,531,3,5,False,True
BTCUSDT,1h,12,4.2584,0.6042,2.0338,288,10,10,False,True
BTCUSDT,1h,13,4.1166,0.6014,1.8424,439,3,5,True,True
BTCUSDT,1h,14,4.015,0.5679,1.4496,692,3,5,False,False
BTCUSDT,1h,15,3.9947,0.5806,1.5631,577,3,5,True,False
BTCUSDT,1h,16,3.7401,0.5874,1.7523,475,10,5,True,False
BTCUSDT,1h,17,3.7054,0.5942,1.6244,515,5,5,True,False
BTCUSDT,1h,18,3.6813,0.5744,1.6059,289,3,15,True,True
BTCUSDT,1h,19,3.5838,0.589,1.9292,236,15,10,False,True
BTCUSDT,1h,20,3.565,0.5743,1.4886,397,3,10,False,True
BTCUSDT,1h,21,3.4718,0.589,1.6689,472,7,5,True,False
BTCUSDT,1h,22,3.3861,0.6135,1.7866,401,5,5,True,True
BTCUSDT,1h,23,3.3297,0.5371,1.467,229,3,30,True,True
BTCUSDT,1h,24,3.286,0.576,1.5539,342,5,10,False,True
BTCUSDT,1h,25,3.2471,0.5545,1.4392,330,3,15,False,True
BTCUSDT,1h,26,3.1972,0.5387,1.3521,388,3,15,True,False
BTCUSDT,1h,27,3.1843,0.5676,1.5188,340,3,10,True,True
BTCUSDT,1h,28,3.183,0.5856,1.5817,333,10,10,True,False
BTCUSDT,1h,29,3.1545,0.5758,1.4597,389,7,10,False,False
BTCUSDT,1h,30,3.0586,0.5831,1.6721,295,7,10,False,True
BTCUSDT,1h,31,3.0324,0.5581,1.3715,439,5,10,False,False
BTCUSDT,1h,32,3.025,0.5318,1.3911,299,3,20,False,True
BTCUSDT,1h,33,3.0153,0.5797,1.6725,395,15,5,True,False
BTCUSDT,1h,34,2.9346,0.5059,1.3629,253,3,30,False,True
BTCUSDT,1h,35,2.9083,0.5817,1.7389,251,10,10,True,True
BTCUSDT,1h,36,2.8118,0.5794,1.7217,359,10,5,True,True
BTCUSDT,1h,37,2.8046,0.5646,1.6098,271,15,10,True,False
BTCUSDT,1h,38,2.8014,0.5879,1.5813,165,10,30,False,True
BTCUSDT,1h,39,2.7906,0.59,1.8638,300,15,5,True,True
BTCUSDT,1h,40,2.719,0.5737,1.4222,251,5,20,False,True
BTCUSDT,1h,41,2.7167,0.5561,1.5847,205,15,20,False,False
BTCUSDT,1h,42,2.6802,0.5806,1.5015,248,5,15,True,True
BTCUSDT,1h,43,2.6716,0.5493,1.2549,517,3,10,False,False
BTCUSDT,1h,44,2.6547,0.5497,1.3586,322,5,15,True,False
BTCUSDT,1h,45,2.6537,0.5314,1.3748,271,3,20,True,True
BTCUSDT,1h,46,2.5993,0.5508,1.2975,325,5,20,False,False
BTCUSDT,1h,47,2.5637,0.5764,1.7431,203,15,10,True,True
BTCUSDT,1h,48,2.5619,0.5467,1.3885,214,5,30,False,True
BTCUSDT,1h,49,2.5403,0.5606,1.4095,198,5,30,True,True
BTCUSDT,1h,50,2.5385,0.5786,1.448,299,5,10,True,True
BTCUSDT,1h,51,2.5133,0.5896,1.4018,212,10,30,False,False
BTCUSDT,1h,52,2.4836,0.5238,1.308,273,5,30,False,False
BTCUSDT,1h,53,2.4257,0.4962,1.2317,399,3,20,False,False
BTCUSDT,1h,54,2.3964,0.5844,1.5217,154,10,30,True,True
BTCUSDT,1h,55,2.376,0.5892,1.6051,353,7,5,True,True
BTCUSDT,1h,56,2.3635,0.5251,1.3637,259,10,20,False,False
BTCUSDT,1h,57,2.3582,0.5989,1.5912,182,15,15,False,True
BTCUSDT,1h,58,2.3518,0.5892,1.4302,241,15,15,False,False
BTCUSDT,1h,59,2.3461,0.532,1.2769,359,5,15,False,False
BTCUSDT,1h,60,2.3405,0.5783,1.4839,166,15,30,False,False
BTCUSDT,1h,61,2.3238,0.5603,1.3619,282,5,15,False,True
BTCUSDT,1h,62,2.3087,0.5373,1.3027,255,5,30,True,False
BTCUSDT,1h,63,2.2873,0.5441,1.2492,454,3,10,True,False
BTCUSDT,1h,64,2.2232,0.5449,1.579,156,15,20,False,True
BTCUSDT,1h,65,2.1935,0.4675,1.2352,308,3,30,True,False
BTCUSDT,1h,66,2.1847,0.5492,1.2806,386,5,10,True,False
BTCUSDT,1h,67,2.1732,0.556,1.3589,232,5,20,True,True
BTCUSDT,1h,68,2.1728,0.5748,1.5703,127,15,30,False,True
BTCUSDT,1h,69,2.1384,0.5721,1.4216,229,10,15,False,True
BTCUSDT,1h,70,2.1348,0.5603,1.3186,348,7,10,True,False
BTCUSDT,1h,71,2.1282,0.5347,1.2879,288,7,20,False,False
BTCUSDT,1h,72,2.1033,0.5354,1.4123,198,10,20,False,True
BTCUSDT,1h,73,2.0742,0.5714,1.3771,175,7,30,True,True
BTCUSDT,1h,74,2.0227,0.5741,1.4392,263,7,10,True,True
BTCUSDT,1h,75,2.0026,0.5622,1.3786,217,7,20,False,True
BTCUSDT,1h,76,1.9819,0.4986,1.2029,357,3,20,True,False
BTCUSDT,1h,77,1.9652,0.5604,1.2826,298,10,15,False,False
BTCUSDT,1h,78,1.9353,0.5936,1.4143,219,15,15,True,False
BTCUSDT,1h,79,1.9242,0.5745,1.3201,188,7,30,False,True
BTCUSDT,1h,80,1.9157,0.4989,1.1736,439,3,15,False,False
BTCUSDT,1h,81,1.8673,0.5942,1.4381,207,10,15,True,True
BTCUSDT,1h,82,1.864,0.5699,1.3156,272,10,15,True,False
BTCUSDT,1h,83,1.8484,0.5988,1.5357,167,15,15,True,True
BTCUSDT,1h,84,1.8139,0.5156,1.3976,192,15,20,True,False
BTCUSDT,1h,85,1.7602,0.5265,1.2043,302,5,20,True,False
BTCUSDT,1h,86,1.7507,0.5656,1.4742,122,15,30,True,True
BTCUSDT,1h,87,1.7266,0.5622,1.3137,249,7,15,False,True
BTCUSDT,1h,88,1.6175,0.4441,1.156,340,3,30,False,False
BTCUSDT,1h,89,1.611,0.5382,1.2022,327,7,15,False,False
BTCUSDT,1h,90,1.5881,0.5103,1.2449,243,10,20,True,False
BTCUSDT,1h,91,1.5797,0.5813,1.2449,203,10,30,True,False
BTCUSDT,1h,92,1.5607,0.5442,1.2269,294,7,15,True,False
BTCUSDT,1h,93,1.5387,0.575,1.3076,160,15,30,True,False
BTCUSDT,1h,94,1.508,0.5034,1.403,147,15,20,True,True
BTCUSDT,1h,95,1.4228,0.5134,1.2826,187,10,20,True,True
BTCUSDT,1h,96,1.3314,0.5019,1.1827,269,7,20,True,False
BTCUSDT,1h,97,1.2705,0.5142,1.1584,247,7,30,False,False
BTCUSDT,1h,98,1.2013,0.5302,1.1547,232,7,30,True,False
BTCUSDT,1h,99,1.1584,0.5656,1.2346,221,7,15,True,True
BTCUSDT,1h,100,1.0074,0.522,1.1869,205,7,20,True,True
ETHUSDT,1d,1,0.2524,0.5263,2.1134,19,10,5,False,False
ETHUSDT,1d,2,0.2222,0.7,2.2488,10,10,15,False,False
ETHUSDT,1d,3,0.219,0.75,5.8514,8,15,5,True,False
ETHUSDT,1d,4,0.2165,0.6667,2.2044,15,10,5,True,False
ETHUSDT,1d,5,0.1909,0.5714,1.6573,7,10,30,False,False
ETHUSDT,1d,6,0.1866,0.6667,2.1443,12,5,5,True,True
ETHUSDT,1d,7,0.1834,0.6429,2.0956,14,5,5,False,True
ETHUSDT,1d,8,0.1743,0.52,1.4747,25,3,5,False,False
ETHUSDT,1d,9,0.1735,0.6667,2.6128,6,15,15,False,False
ETHUSDT,1d,10,0.1678,0.5556,1.613,18,5,5,True,False
ETHUSDT,1d,11,0.1646,0.55,1.5919,20,5,5,False,False
ETHUSDT,1d,12,0.1535,0.5625,1.7947,16,3,5,False,True
ETHUSDT,1d,13,0.1527,0.5714,1.7697,7,7,30,False,True
ETHUSDT,1d,14,0.149,0.5714,1.4658,7,10,30,True,False
ETHUSDT,1d,15,0.1332,0.5,1.3826,8,7,30,False,False
ETHUSDT,1d,16,0.1294,0.5217,1.3566,23,3,5,True,False
ETHUSDT,1d,17,0.1284,0.5455,1.7786,11,15,5,False,False
ETHUSDT,1d,18,0.1278,0.5714,1.5722,7,5,30,False,True
ETHUSDT,1d,19,0.1086,0.5714,1.5752,14,3,5,True,True
ETHUSDT,1d,20,0.0948,0.5714,1.3887,7,7,30,True,True
ETHUSDT,1d,21,0.0913,0.5,1.2419,8,7,30,True,False
ETHUSDT,1d,22,0.0909,0.5,1.9353,10,10,5,False,True
ETHUSDT,1d,23,0.0875,0.5714,1.3702,14,7,5,True,True
ETHUSDT,1d,24,0.0862,0.5,1.4382,16,7,5,False,True
ETHUSDT,1d,25,0.0791,0.5,1.4672,6,15,15,True,False
ETHUSDT,1d,26,0.0699,0.5714,1.26,7,5,30,True,True
ETHUSDT,1d,27,0.0603,0.5333,1.2289,15,7,5,True,False
ETHUSDT,1d,28,0.059,0.4706,1.2636,17,7,5,False,False
ETHUSDT,1d,29,0.0512,0.6667,2.834,3,15,15,False,True
ETHUSDT,1d,30,0.049,0.3333,1.6335,6,15,10,True,False
ETHUSDT,1d,31,0.0445,0.5556,1.2919,9,10,5,True,True
ETHUSDT,1d,32,0.0373,0.5,1.827,4,15,5,True,True
ETHUSDT,1d,33,0.0172,0.6364,1.0778,11,10,10,True,False
ETHUSDT,1d,34,0.0165,0.4286,1.1248,7,15,10,False,False
ETHUSDT,1d,35,0.0138,0.5556,1.0573,9,5,10,True,True
ETHUSDT,1d,36,0.0124,0.6,1.084,5,15,20,False,False
ETHUSDT,1d,37,0.0109,0.4,1.0556,5,15,30,False,False
ETHUSDT,1d,38,0.0052,0.4444,1.0172,9,10,20,False,False
ETHUSDT,1d,39,0.0045,0.5,1.0135,10,10,15,True,False
ETHUSDT,1d,40,-0.004,0.4,0.9536,5,15,5,False,True
ETHUSDT,1d,41,-0.0247,0.4,0.9381,10,5,20,False,True
ETHUSDT,1d,42,-0.0275,0.4444,0.9302,9,5,20,True,True
ETHUSDT,1d,43,-0.0316,0.3333,0.3414,3,15,10,True,True
ETHUSDT,1d,44,-0.032,0.5385,0.9126,13,10,10,False,False
ETHUSDT,1d,45,-0.0424,0.5385,0.9133,13,5,15,True,False
ETHUSDT,1d,46,-0.0432,0.3333,0.5175,3,15,15,True,True
ETHUSDT,1d,47,-0.0499,0.5455,0.8808,11,7,15,False,False
ETHUSDT,1d,48,-0.053,0.6,0.751,5,15,20,True,False
ETHUSDT,1d,49,-0.0536,0.5714,0.8995,14,5,15,False,False
ETHUSDT,1d,50,-0.0559,0.5,0.8574,10,7,15,True,False
ETHUSDT,1d,51,-0.0697,0.5714,0.4342,7,10,10,True,True
ETHUSDT,1d,52,-0.0704,0.4,0.8416,10,7,20,False,True
ETHUSDT,1d,53,-0.0732,0.4444,0.8334,9,7,20,True,True
ETHUSDT,1d,54,-0.0735,0.5,0.5662,6,10,15,False,True
ETHUSDT,1d,55,-0.0767,0.4444,0.7416,9,5,15,True,True
ETHUSDT,1d,56,-0.0886,0.4,0.7008,5,15,30,True,False
ETHUSDT,1d,57,-0.1074,0.5,0.6629,10,7,10,True,True
ETHUSDT,1d,58,-0.1092,0.5,0.6984,10,5,15,False,True
ETHUSDT,1d,59,-0.1098,0.25,0.13,4,15,10,False,True
ETHUSDT,1d,60,-0.118,0.4444,0.7188,9,10,20,True,False
ETHUSDT,1d,61,-0.1257,0.4286,0.3505,7,10,10,False,True
ETHUSDT,1d,62,-0.1298,0.4,0.7426,10,3,20,True,True
ETHUSDT,1d,63,-0.1312,0.3636,0.7779,11,5,30,True,False
ETHUSDT,1d,64,-0.1322,0.3636,0.7391,11,3,20,False,True
ETHUSDT,1d,65,-0.136,0.3333,0.0775,3,15,20,False,True
ETHUSDT,1d,66,-0.1394,0.4444,0.684,9,7,20,True,False
ETHUSDT,1d,67,-0.1486,0.3333,0.3029,6,10,15,True,True
ETHUSDT,1d,68,-0.1498,0.4444,0.5951,9,7,15,True,True
ETHUSDT,1d,69,-0.1588,0.4,0.6609,10,7,20,False,False
